R0000100,R0173600,R0214800,H0012400,H0012500,R0214700,R0217900,T4120500
6960,11,1,0,2,0,7000,19
6961,10,1,0,2,1,NA,NA
6962,13,2,0,4,1,9000,17
6963,12,2,NA,NA,0,8620,NA
6964,10,1,0,3,1,NA,23
6965,12,2,NA,NA,0,4020,NA
6966,13,2,0,4,1,3800,18
6967,13,2,0,3,1,17790,18
6968,13,2,1,2,1,14180,34
6969,10,1,1,2,1,2212,21
6970,13,2,0,1,1,6264,18
6971,13,2,1,3,1,9800,20
6972,10,1,0,3,1,NA,22
6973,12,2,NA,NA,0,3320,NA
6974,9,1,NA,NA,0,6397,NA
6975,9,1,NA,NA,0,3900,NA
6976,12,2,NA,NA,0,4480,NA
6977,12,2,NA,NA,0,1260,NA
6978,12,2,NA,NA,0,NA,NA
6979,12,2,NA,NA,0,2700,NA
6980,12,2,NA,NA,0,NA,NA
6981,12,2,NA,NA,0,3800,NA
6982,12,2,NA,NA,0,6260,NA
6983,12,2,NA,NA,0,600,NA
6984,12,2,NA,NA,0,850,NA
6985,12,2,NA,NA,0,NA,NA
6986,12,2,NA,NA,0,NA,NA
6987,9,1,NA,NA,0,6500,NA
6988,10,1,1,1,1,20000,23
6989,13,2,1,1,1,NA,20
6990,13,2,1,3,1,39000,-998
6991,10,1,1,3,1,39000,30
6992,13,2,0,2,1,12000,NA
6993,10,1,0,1,1,8000,NA
6994,13,2,0,1,1,7084,17
6995,13,2,1,4,1,NA,16
6996,10,1,1,2,1,NA,27
6997,13,2,1,2,1,24000,-998
6998,10,1,0,1,1,18700,43
6999,13,2,1,3,1,18700,-998
7000,13,2,0,5,1,1357,NA
7001,9,1,NA,NA,0,18000,NA
7002,13,2,1,2,1,NA,19
7003,10,1,NA,NA,1,9072,30
7004,10,1,0,2,1,9072,NA
7005,13,2,1,1,1,10263,-998
7006,12,2,NA,NA,0,5328,NA
7007,9,1,NA,NA,0,5192,NA
7008,10,1,1,1,1,23000,23
7009,10,1,0,2,1,23000,15
7010,10,1,NA,NA,1,23000,23
7011,9,1,NA,NA,0,10000,NA
7012,12,2,NA,NA,0,NA,NA
7013,9,1,NA,NA,0,22150,NA
7014,9,1,NA,NA,0,5000,NA
7015,12,2,NA,NA,0,NA,NA
7016,12,2,NA,NA,0,12650,NA
7017,12,2,NA,NA,0,4700,NA
7018,11,1,1,2,0,3000,NA
7019,12,2,NA,NA,0,5501,NA
7020,12,2,NA,NA,0,2548,NA
7021,12,2,NA,NA,0,NA,NA
7022,12,2,NA,NA,0,12000,NA
7023,9,1,NA,NA,0,NA,NA
7024,12,2,NA,NA,0,8000,NA
7025,11,1,1,1,0,25000,-998
7026,9,1,NA,NA,0,8000,NA
7027,9,1,NA,NA,0,8000,NA
7028,12,2,NA,NA,0,8000,NA
7029,9,1,NA,NA,0,5000,NA
7030,12,2,NA,NA,0,7500,NA
7031,12,2,NA,NA,0,7500,NA
7032,12,2,NA,NA,0,3500,NA
7033,9,1,NA,NA,0,15737,NA
7034,12,2,NA,NA,0,15737,NA
7035,9,1,NA,NA,0,NA,NA
7036,12,2,NA,NA,0,NA,NA
7037,9,1,NA,NA,0,NA,NA
7038,12,2,NA,NA,0,NA,NA
7039,12,2,NA,NA,0,3040,NA
7040,12,2,NA,NA,0,9324,NA
7041,9,1,NA,NA,0,14001,NA
7042,12,2,NA,NA,0,14001,NA
7043,9,1,NA,NA,0,3600,NA
7044,9,1,NA,NA,0,15000,NA
7045,12,2,NA,NA,0,29461,NA
7046,14,2,0,1,0,35000,18
7047,11,1,0,3,0,43000,NA
7048,14,2,1,3,0,13788,40
7049,14,2,1,1,0,21000,18
7050,14,2,1,2,0,21000,-998
7051,12,2,NA,NA,0,5400,NA
7052,12,2,NA,NA,0,5490,NA
7053,12,2,NA,NA,0,NA,NA
7054,14,2,0,2,0,NA,23
7055,12,2,NA,NA,0,9000,NA
7056,9,1,NA,NA,0,9000,NA
7057,9,1,NA,NA,0,1746,NA
7058,12,2,NA,NA,0,12000,NA
7059,9,1,NA,NA,0,12000,NA
7060,9,1,NA,NA,0,NA,NA
7061,9,1,NA,NA,0,NA,NA
7062,9,1,NA,NA,0,9870,NA
7063,9,1,NA,NA,0,NA,NA
7064,13,2,0,1,1,13000,20
7065,13,2,0,2,1,13000,16
7066,14,2,1,3,0,5364,16
7067,13,2,0,1,1,5240,NA
7068,10,1,1,2,1,NA,22
7069,10,1,1,3,1,6000,-998
7070,10,1,1,1,1,6000,19
7071,10,1,0,2,1,6000,27
7072,10,1,0,2,1,NA,27
7073,13,2,1,3,1,603,21
7074,13,2,0,2,1,NA,19
7075,13,2,1,1,1,NA,27
7076,10,1,1,1,1,NA,-998
7077,13,2,0,2,1,NA,21
7078,10,1,0,2,1,NA,19
7079,10,1,0,1,1,NA,20
7080,10,1,1,1,1,NA,18
7081,13,2,1,2,1,NA,23
7082,10,1,0,3,1,NA,24
7083,10,1,0,2,1,19000,15
7084,13,2,1,1,1,NA,28
7085,13,2,0,2,1,NA,20
7086,13,2,0,1,1,NA,30
7087,10,1,0,2,1,NA,28
7088,13,2,NA,NA,1,NA,NA
7089,13,2,0,3,1,NA,17
7090,10,1,NA,NA,1,NA,NA
7091,10,1,NA,NA,1,12000,NA
7092,13,2,1,2,1,NA,17
7093,10,1,0,4,1,NA,-998
7094,13,2,1,1,1,NA,17
7095,13,2,0,3,1,NA,-998
7096,13,2,0,2,1,NA,-998
7097,13,2,0,3,1,118,16
7098,12,2,NA,NA,0,800,NA
7099,10,1,0,3,1,38000,34
7100,10,1,NA,NA,1,38000,NA
7101,10,1,1,2,1,14900,22
7102,13,2,1,2,1,30000,25
7103,10,1,1,1,1,42000,20
7104,10,1,1,2,1,4000,35
7105,13,2,NA,NA,1,34000,NA
7106,13,2,0,2,1,34000,NA
7107,13,2,1,2,1,3000,-998
7108,9,1,NA,NA,0,4756,NA
7109,9,1,NA,NA,0,5995,NA
7110,9,1,NA,NA,0,5995,NA
7111,12,2,NA,NA,0,NA,NA
7112,9,1,NA,NA,0,3290,NA
7113,10,1,0,1,1,3800,20
7114,10,1,0,1,1,6500,43
7115,13,2,0,4,1,6500,20
7116,13,2,0,1,1,10004,17
7117,10,1,NA,NA,1,17000,NA
7118,13,2,1,1,1,17000,35
7119,10,1,0,1,1,50000,27
7120,13,2,1,3,1,NA,NA
7121,10,1,0,1,1,50000,-998
7122,10,1,0,1,1,4750,NA
7123,13,2,0,2,1,4750,24
7124,13,2,1,3,1,2952,17
7125,10,1,0,2,1,6365,28
7126,13,2,0,2,1,NA,19
7127,13,2,0,2,1,27000,21
7128,13,2,0,2,1,27000,18
7129,10,1,NA,NA,1,27000,NA
7130,13,2,0,3,1,NA,18
7131,10,1,0,4,1,18500,29
7132,10,1,0,3,1,3960,21
7133,10,1,0,1,1,13000,17
7134,10,1,1,5,1,12700,NA
7135,10,1,1,4,1,12700,24
7136,10,1,0,3,1,24000,18
7137,13,2,1,3,1,24000,32
7138,13,2,1,3,1,2964,18
7139,13,2,0,2,1,NA,24
7140,10,1,0,1,1,640,18
7141,10,1,0,1,1,14000,16
7142,10,1,0,3,1,14000,-998
7143,10,1,1,4,1,17000,26
7144,14,2,0,3,0,20000,17
7145,11,1,0,1,0,20000,-998
7146,13,2,1,3,1,25000,23
7147,13,2,0,2,1,8220,28
7148,13,2,1,3,1,5000,26
7149,10,1,0,3,1,2500,28
7150,10,1,1,1,1,1900,41
7151,10,1,1,1,1,NA,18
7152,13,2,1,2,1,NA,22
7153,13,2,0,2,1,NA,20
7154,10,1,1,2,1,NA,21
7155,10,1,0,2,1,5775,17
7156,13,2,1,1,1,10389,19
7157,13,2,NA,NA,1,NA,17
7158,13,2,0,3,1,5000,15
7159,13,2,0,4,1,NA,NA
7160,13,2,0,2,1,NA,25
7161,10,1,1,4,1,NA,23
7162,10,1,1,2,1,16000,-998
7163,13,2,1,2,1,NA,21
7164,10,1,0,2,1,35000,-998
7165,10,1,1,2,1,NA,-998
7166,13,2,0,1,1,15000,28
7167,12,2,NA,NA,0,4524,NA
7168,9,1,NA,NA,0,5860,NA
7169,12,2,NA,NA,0,NA,NA
7170,13,2,0,4,1,8500,17
7171,13,2,1,4,1,8500,31
7172,13,2,0,2,1,11000,-998
7173,10,1,1,5,1,11000,16
7174,13,2,NA,NA,1,5903,NA
7175,13,2,0,2,1,16000,26
7176,10,1,0,4,1,3728,-998
7177,13,2,1,2,1,NA,NA
7178,13,2,0,4,1,5784,-998
7179,13,2,1,2,1,5784,17
7180,13,2,0,2,1,6500,19
7181,13,2,0,3,1,6000,20
7182,10,1,0,2,1,6000,20
7183,13,2,1,2,1,10000,23
7184,13,2,0,2,1,10000,19
7185,10,1,0,2,1,20000,-998
7186,13,2,1,4,1,20000,21
7187,10,1,0,4,1,16000,18
7188,10,1,0,3,1,16000,20
7189,13,2,0,2,1,7000,23
7190,10,1,1,3,1,7000,-998
7191,10,1,1,2,1,7000,20
7192,13,2,0,5,1,3704,20
7193,9,1,NA,NA,0,2300,NA
7194,13,2,0,4,1,12000,21
7195,10,1,NA,NA,1,12000,NA
7196,10,1,0,1,1,12000,23
7197,13,2,1,3,1,NA,17
7198,13,2,0,3,1,9444,16
7199,13,2,1,4,1,30000,18
7200,10,1,1,1,1,15000,18
7201,13,2,1,3,1,15000,-998
7202,12,2,NA,NA,0,21500,NA
7203,9,1,NA,NA,0,21500,NA
7204,9,1,NA,NA,0,21500,NA
7205,9,1,NA,NA,0,21500,NA
7206,12,2,NA,NA,0,21500,NA
7207,14,2,0,4,0,NA,15
7208,11,1,0,2,0,NA,NA
7209,14,2,0,3,0,NA,17
7210,11,1,0,1,0,NA,26
7211,13,2,0,1,1,8000,29
7212,13,2,0,3,1,2000,-998
7213,11,1,NA,NA,0,6000,22
7214,14,2,1,1,0,9000,19
7215,13,2,0,2,1,9060,22
7216,13,2,1,1,1,NA,17
7217,13,2,1,3,1,NA,17
7218,10,1,0,1,1,8000,19
7219,10,1,1,2,1,8000,-998
7220,13,2,1,2,1,NA,18
7221,10,1,0,4,1,5000,-998
7222,10,1,0,3,1,5000,18
7223,10,1,NA,NA,1,5000,NA
7224,13,2,1,2,1,5000,NA
7225,10,1,0,1,1,7000,19
7226,13,2,1,5,1,7000,23
7227,10,1,NA,NA,1,7000,NA
7228,13,2,0,2,1,17000,22
7229,10,1,0,3,1,10000,22
7230,10,1,NA,NA,1,25000,NA
7231,13,2,1,1,1,25000,31
7232,13,2,1,2,1,17000,18
7233,12,2,NA,NA,0,NA,NA
7234,11,1,NA,NA,0,22000,NA
7235,14,2,1,2,0,20000,27
7236,14,2,1,3,0,20000,30
7237,14,2,NA,NA,0,20000,NA
7238,11,1,NA,NA,0,35000,NA
7239,11,1,NA,NA,0,NA,NA
7240,11,1,1,1,0,20000,34
7241,14,2,0,3,0,20000,28
7242,11,1,NA,NA,0,7000,NA
7243,11,1,NA,NA,0,NA,NA
7244,14,2,0,3,0,NA,18
7245,14,2,1,4,0,7600,30
7246,14,2,1,3,0,7600,21
7247,14,2,1,2,0,9000,22
7248,10,1,0,1,1,46000,30
7249,14,2,0,3,0,7000,16
7250,10,1,NA,NA,1,NA,NA
7251,10,1,0,1,1,7000,19
7252,13,2,0,2,1,300,16
7253,13,2,1,5,1,10000,17
7254,10,1,NA,NA,1,10000,-998
7255,13,2,0,3,1,6000,17
7256,13,2,0,3,1,6000,16
7257,10,1,0,1,1,6000,22
7258,13,2,1,3,1,6000,17
7259,13,2,0,1,1,6000,21
7260,10,1,1,4,1,10000,30
7261,10,1,0,2,1,10000,23
7262,10,1,NA,NA,1,10000,NA
7263,13,2,0,2,1,800,18
7264,13,2,NA,NA,1,9000,NA
7265,10,1,1,2,1,9000,20
7266,10,1,0,3,1,4200,43
7267,10,1,0,1,1,5000,-998
7268,10,1,0,2,1,5000,17
7269,11,1,0,5,0,5925,NA
7270,9,1,NA,NA,0,3100,NA
7271,13,2,1,2,1,NA,-998
7272,10,1,NA,NA,1,12000,NA
7273,10,1,0,1,1,1000,34
7274,13,2,1,2,1,42000,-998
7275,13,2,0,1,1,18000,16
7276,13,2,1,1,1,14000,16
7277,10,1,0,2,1,18000,21
7278,13,2,0,1,1,18000,18
7279,10,1,0,2,1,18000,24
7280,10,1,0,2,1,18000,18
7281,10,1,0,2,1,18000,NA
7282,13,2,0,1,1,18000,17
7283,13,2,0,1,1,18000,18
7284,13,2,1,1,1,10000,24
7285,13,2,0,4,1,75001,25
7286,13,2,1,1,1,75001,28
7287,12,2,NA,NA,0,4800,NA
7288,12,2,NA,NA,0,NA,NA
7289,9,1,NA,NA,0,40000,NA
7290,9,1,NA,NA,0,6906,NA
7291,12,2,NA,NA,0,6906,NA
7292,11,1,NA,NA,0,15000,NA
7293,13,2,0,2,1,NA,-998
7294,10,1,0,2,1,NA,-998
7295,13,2,1,2,1,6710,NA
7296,13,2,1,1,1,15000,-998
7297,10,1,0,2,1,25000,21
7298,10,1,0,3,1,NA,NA
7299,10,1,NA,NA,1,9000,NA
7300,13,2,1,1,1,NA,32
7301,10,1,0,2,1,NA,18
7302,13,2,0,1,1,11092,21
7303,13,2,NA,NA,1,NA,NA
7304,13,2,0,2,1,NA,25
7305,14,2,1,1,0,NA,17
7306,9,1,NA,NA,0,3600,NA
7307,9,1,NA,NA,0,23000,NA
7308,12,2,NA,NA,0,6795,NA
7309,9,1,NA,NA,0,6795,NA
7310,12,2,NA,NA,0,3600,NA
7311,9,1,NA,NA,0,3385,NA
7312,12,2,NA,NA,0,2800,NA
7313,11,1,0,1,0,4800,20
7314,13,2,0,5,1,6600,NA
7315,11,1,0,3,0,8500,NA
7316,14,2,1,2,0,8500,18
7317,13,2,0,1,1,15000,NA
7318,10,1,0,3,1,15000,19
7319,10,1,0,2,1,15000,NA
7320,10,1,0,2,1,15000,26
7321,10,1,1,1,1,15000,22
7322,13,2,0,1,1,15000,20
7323,13,2,0,2,1,3072,17
7324,13,2,0,2,1,3072,16
7325,13,2,0,2,1,9080,18
7326,10,1,0,4,1,9080,-998
7327,12,2,NA,NA,0,4318,NA
7328,12,2,NA,NA,0,25000,NA
7329,9,1,NA,NA,0,3900,NA
7330,12,2,NA,NA,0,NA,NA
7331,12,2,NA,NA,0,5000,NA
7332,11,1,0,2,0,35000,26
7333,9,1,NA,NA,0,800,NA
7334,9,1,NA,NA,0,4133,NA
7335,10,1,0,3,1,NA,NA
7336,10,1,1,2,1,14400,13
7337,13,2,1,5,1,14400,-998
7338,12,2,NA,NA,0,3250,NA
7339,12,2,NA,NA,0,1952,NA
7340,11,1,1,3,0,3310,30
7341,12,2,NA,NA,0,2316,NA
7342,9,1,NA,NA,0,3500,NA
7343,9,1,NA,NA,0,9000,NA
7344,12,2,NA,NA,0,2200,NA
7345,12,2,NA,NA,0,3340,NA
7346,12,2,NA,NA,0,1700,NA
7347,9,1,NA,NA,0,NA,NA
7348,12,2,NA,NA,0,6450,NA
7349,9,1,NA,NA,0,6450,NA
7350,12,2,NA,NA,0,1860,NA
7351,12,2,NA,NA,0,50000,NA
7352,12,2,NA,NA,0,3900,NA
7353,9,1,NA,NA,0,5417,NA
7354,9,1,NA,NA,0,5417,NA
7355,12,2,NA,NA,0,4296,NA
7356,12,2,NA,NA,0,7652,NA
7357,12,2,NA,NA,0,5484,NA
7358,12,2,NA,NA,0,9000,NA
7359,12,2,NA,NA,0,9000,NA
7360,13,2,1,1,1,17000,NA
7361,14,2,1,3,0,NA,-998
7362,9,1,NA,NA,0,NA,NA
7363,9,1,NA,NA,0,8900,NA
7364,9,1,NA,NA,0,5004,NA
7365,9,1,NA,NA,0,5004,NA
7366,9,1,NA,NA,0,5004,NA
7367,12,2,NA,NA,0,7500,NA
7368,13,2,1,2,1,9000,39
7369,10,1,1,2,1,9050,25
7370,10,1,1,1,1,9050,30
7371,13,2,0,3,1,16000,-998
7372,10,1,1,1,1,16000,33
7373,10,1,1,2,1,16150,-998
7374,12,2,NA,NA,0,4800,NA
7375,12,2,NA,NA,0,NA,NA
7376,12,2,NA,NA,0,5200,NA
7377,13,2,0,2,1,10000,25
7378,13,2,0,1,1,9000,24
7379,10,1,0,1,1,9000,19
7380,10,1,NA,NA,1,9150,NA
7381,10,1,0,2,1,8500,26
7382,13,2,0,2,1,10000,23
7383,13,2,0,4,1,10000,22
7384,10,1,0,1,1,2000,18
7385,10,1,1,3,1,18000,-998
7386,10,1,0,3,1,36000,31
7387,10,1,0,4,1,20000,NA
7388,13,2,NA,NA,1,30000,NA
7389,13,2,1,2,1,30000,22
7390,13,2,0,2,1,25000,23
7391,13,2,1,3,1,25000,17
7392,13,2,1,3,1,25000,16
7393,13,2,0,4,1,8000,33
7394,13,2,1,3,1,8000,26
7395,13,2,1,2,1,35000,-998
7396,13,2,1,2,1,35000,29
7397,13,2,1,1,1,30000,-998
7398,13,2,NA,NA,1,40000,NA
7399,10,1,0,1,1,25000,31
7400,10,1,0,1,1,20000,29
7401,10,1,0,2,1,20000,NA
7402,10,1,0,3,1,7000,NA
7403,13,2,1,2,1,4200,15
7404,10,1,0,1,1,4247,18
7405,13,2,0,2,1,5000,-998
7406,9,1,NA,NA,0,9000,NA
7407,12,2,NA,NA,0,20000,NA
7408,12,2,NA,NA,0,NA,NA
7409,12,2,NA,NA,0,9900,NA
7410,13,2,0,2,1,NA,-998
7411,10,1,0,1,1,1500,26
7412,11,1,0,3,0,45000,NA
7413,11,1,1,1,0,9900,27
7414,12,2,NA,NA,0,6684,NA
7415,12,2,NA,NA,0,10580,NA
7416,12,2,NA,NA,0,9000,NA
7417,11,1,0,1,0,8000,20
7418,14,2,1,1,0,8000,NA
7419,9,1,NA,NA,0,15500,NA
7420,12,2,NA,NA,0,8000,NA
7421,14,2,NA,NA,0,21000,NA
7422,14,2,NA,NA,0,21000,30
7423,14,2,1,1,0,20000,NA
7424,11,1,1,1,0,25000,31
7425,9,1,NA,NA,0,6100,NA
7426,14,2,1,1,0,28000,26
7427,11,1,1,1,0,28000,-998
7428,14,2,1,2,0,28000,25
7429,9,1,NA,NA,0,7000,NA
7430,14,2,0,1,0,7000,17
7431,9,1,NA,NA,0,4800,NA
7432,13,2,1,3,1,7200,19
7433,13,2,1,5,1,20000,16
7434,10,1,0,2,1,4056,NA
7435,13,2,1,3,1,NA,33
7436,13,2,0,1,1,11905,20
7437,13,2,0,1,1,11985,28
7438,13,2,0,2,1,11905,20
7439,13,2,0,1,1,11985,21
7440,13,2,NA,NA,1,11985,NA
7441,13,2,0,3,1,4360,14
7442,13,2,0,5,1,6976,15
7443,13,2,0,1,1,4968,19
7444,10,1,1,2,1,6000,24
7445,13,2,1,1,1,4808,31
7446,13,2,1,1,1,4808,28
7447,13,2,0,3,1,NA,NA
7448,13,2,1,2,1,2328,18
7449,13,2,0,3,1,2798,16
7450,12,2,NA,NA,0,18000,NA
7451,13,2,0,1,1,10500,19
7452,12,2,NA,NA,0,NA,NA
7453,12,2,NA,NA,0,NA,NA
7454,10,1,0,3,1,18000,42
7455,13,2,0,2,1,5556,18
7456,10,1,0,2,1,7200,23
7457,10,1,0,1,1,7200,21
7458,13,2,1,2,1,22000,NA
7459,13,2,0,1,1,22000,26
7460,13,2,NA,NA,1,22000,NA
7461,10,1,NA,NA,1,22000,NA
7462,13,2,NA,NA,1,22000,21
7463,10,1,0,4,1,35,NA
7464,13,2,1,2,1,NA,NA
7465,10,1,0,1,1,NA,32
7466,10,1,0,3,1,NA,22
7467,10,1,NA,NA,1,7800,NA
7468,13,2,NA,NA,1,7800,NA
7469,10,1,0,2,1,0,18
7470,13,2,1,1,1,3768,16
7471,11,1,1,1,0,NA,NA
7472,11,1,0,1,0,NA,21
7473,11,1,0,4,0,NA,NA
7474,10,1,0,2,1,30000,18
7475,13,2,1,3,1,30000,27
7476,13,2,0,1,1,30000,-998
7477,13,2,1,2,1,22000,32
7478,13,2,1,1,1,NA,-998
7479,13,2,0,2,1,NA,24
7480,13,2,1,1,1,NA,17
7481,13,2,NA,NA,1,28560,NA
7482,10,1,0,2,1,13000,NA
7483,10,1,0,1,1,13000,NA
7484,10,1,NA,NA,1,13000,NA
7485,13,2,1,4,1,1500,19
7486,10,1,1,1,1,18000,NA
7487,10,1,0,1,1,18000,33
7488,10,1,0,2,1,NA,30
7489,13,2,1,2,1,25000,-998
7490,13,2,1,3,1,NA,23
7491,10,1,1,2,1,35500,-998
7492,13,2,1,1,1,NA,21
7493,13,2,0,2,1,850,19
7494,13,2,0,3,1,14000,18
7495,10,1,0,1,1,14000,21
7496,13,2,0,2,1,756,17
7497,13,2,1,3,1,6000,24
7498,13,2,1,2,1,8400,28
7499,10,1,1,2,1,8400,17
7500,13,2,0,3,1,8400,NA
7501,13,2,0,4,1,2112,16
7502,10,1,0,1,1,11500,-998
7503,13,2,0,3,1,12000,18
7504,13,2,0,3,1,12000,18
7505,10,1,0,2,1,8320,24
7506,13,2,1,3,1,NA,33
7507,10,1,0,3,1,NA,NA
7508,13,2,0,3,1,4584,22
7509,10,1,0,3,1,8320,20
7510,13,2,1,4,1,11000,21
7511,10,1,0,2,1,10800,20
7512,10,1,0,2,1,NA,16
7513,13,2,0,2,1,8000,23
7514,13,2,1,3,1,4708,18
7515,13,2,1,2,1,4708,-998
7516,10,1,0,3,1,10800,32
7517,10,1,0,2,1,4248,17
7518,13,2,1,3,1,75001,22
7519,10,1,0,3,1,4248,NA
7520,13,2,NA,NA,1,10620,17
7521,10,1,0,1,1,10000,25
7522,10,1,NA,NA,1,NA,27
7523,10,1,NA,NA,1,10000,23
7524,13,2,0,3,1,NA,19
7525,13,2,1,2,1,NA,29
7526,10,1,1,4,1,10000,18
7527,13,2,1,1,1,15000,34
7528,9,1,NA,NA,0,2000,NA
7529,12,2,NA,NA,0,2500,NA
7530,12,2,NA,NA,0,2500,NA
7531,14,2,NA,NA,0,14000,NA
7532,12,2,NA,NA,0,4703,NA
7533,14,2,1,1,0,20000,-998
7534,11,1,0,2,0,9000,31
7535,14,2,1,2,0,10000,-998
7536,12,2,NA,NA,0,3607,NA
7537,12,2,NA,NA,0,6500,NA
7538,12,2,NA,NA,0,7500,NA
7539,11,1,0,1,0,23000,NA
7540,11,1,0,3,0,18000,19
7541,11,1,NA,NA,0,40000,NA
7542,14,2,0,3,0,40000,-998
7543,12,2,NA,NA,0,12000,NA
7544,11,1,1,2,0,NA,28
7545,11,1,1,4,0,12000,NA
7546,12,2,NA,NA,0,1200,NA
7547,10,1,0,1,1,10000,27
7548,13,2,0,3,1,3360,17
7549,10,1,0,1,1,3372,23
7550,13,2,0,3,1,3360,-998
7551,13,2,1,2,1,26000,28
7552,10,1,0,1,1,10738,24
7553,14,2,0,2,0,4000,38
7554,11,1,0,3,0,21000,NA
7555,11,1,0,2,0,21000,27
7556,11,1,1,1,0,24000,-998
7557,11,1,0,1,0,24000,23
7558,14,2,NA,NA,0,10000,NA
7559,11,1,0,2,0,13000,20
7560,14,2,1,3,0,16000,36
7561,11,1,1,2,0,59000,28
7562,14,2,NA,NA,0,50000,NA
7563,11,1,0,1,0,30000,-998
7564,11,1,0,1,0,5500,-998
7565,14,2,1,4,0,2400,15
7566,10,1,0,2,1,NA,27
7567,10,1,0,4,1,NA,16
7568,10,1,0,2,1,11172,20
7569,10,1,0,1,1,11172,24
7570,11,1,NA,NA,0,9268,NA
7571,14,2,0,2,0,9268,NA
7572,11,1,1,5,0,10500,24
7573,14,2,NA,NA,0,NA,NA
7574,14,2,1,1,0,NA,NA
7575,14,2,1,1,0,17000,32
7576,11,1,0,3,0,17000,31
7577,13,2,1,3,1,NA,-998
7578,13,2,1,2,1,17000,22
7579,10,1,NA,NA,1,NA,NA
7580,13,2,NA,NA,1,18000,NA
7581,13,2,1,2,1,18000,29
7582,10,1,0,1,1,NA,20
7583,13,2,0,3,1,4307,18
7584,11,1,0,5,0,22000,22
7585,14,2,1,2,0,22000,23
7586,14,2,1,3,0,13000,23
7587,14,2,0,1,0,0,22
7588,11,1,1,4,0,NA,-998
7589,11,1,0,1,0,8000,39
7590,11,1,0,4,0,8000,21
7591,14,2,NA,NA,0,22000,NA
7592,11,1,0,2,0,NA,-998
7593,11,1,1,2,0,7000,23
7594,11,1,0,1,0,7000,17
7595,14,2,0,3,0,NA,23
7596,11,1,NA,NA,0,25000,NA
7597,13,2,NA,NA,1,25000,NA
7598,13,2,0,2,1,37000,20
7599,10,1,0,2,1,32000,-998
7600,13,2,1,2,1,32000,36
7601,14,2,1,3,0,NA,25
7602,11,1,1,1,0,NA,-998
7603,14,2,0,1,0,NA,30
7604,9,1,NA,NA,0,300,NA
7605,12,2,NA,NA,0,1585,NA
7606,13,2,0,3,1,50000,23
7607,12,2,NA,NA,0,8028,NA
7608,10,1,NA,NA,1,1000,NA
7609,12,2,NA,NA,0,10378,NA
7610,9,1,NA,NA,0,6000,NA
7611,13,2,0,3,1,6700,-998
7612,13,2,1,2,1,4440,-998
7613,10,1,0,1,1,6000,NA
7614,10,1,NA,NA,1,6000,NA
7615,13,2,0,2,1,9600,-998
7616,13,2,0,3,1,9600,18
7617,13,2,1,4,1,4000,NA
7618,13,2,0,3,1,4000,18
7619,13,2,0,2,1,4000,NA
7620,10,1,1,2,1,4000,23
7621,10,1,0,NA,1,NA,15
7622,13,2,0,1,1,4600,15
7623,13,2,NA,NA,1,2640,NA
7624,10,1,NA,NA,1,2640,NA
7625,13,2,1,1,1,28000,31
7626,13,2,1,3,1,28000,23
7627,10,1,0,2,1,28000,17
7628,10,1,1,1,1,10000,-998
7629,10,1,0,1,1,10000,19
7630,13,2,1,5,1,10000,-998
7631,9,1,NA,NA,0,8000,NA
7632,12,2,NA,NA,0,5000,NA
7633,10,1,1,1,1,5000,22
7634,10,1,1,1,1,5000,-998
7635,10,1,1,2,1,5000,NA
7636,13,2,1,2,1,9924,17
7637,10,1,NA,NA,1,8790,NA
7638,10,1,0,2,1,20000,20
7639,10,1,0,1,1,3564,24
7640,10,1,0,1,1,1680,22
7641,10,1,0,2,1,1680,19
7642,13,2,1,2,1,1680,20
7643,10,1,0,2,1,1680,NA
7644,10,1,0,2,1,4429,NA
7645,13,2,0,2,1,4429,16
7646,13,2,1,4,1,13836,15
7647,10,1,0,3,1,34000,16
7648,13,2,NA,NA,1,NA,NA
7649,13,2,0,2,1,9000,16
7650,10,1,1,2,1,9000,-998
7651,13,2,1,1,1,9000,NA
7652,13,2,1,2,1,9000,18
7653,13,2,1,1,1,7500,-998
7654,10,1,0,1,1,3720,34
7655,13,2,0,2,1,NA,17
7656,10,1,0,3,1,19500,21
7657,13,2,0,1,1,19500,17
7658,13,2,NA,NA,1,NA,NA
7659,10,1,NA,NA,1,NA,NA
7660,13,2,NA,NA,1,19000,NA
7661,10,1,0,1,1,9500,21
7662,13,2,0,2,1,5777,19
7663,13,2,1,2,1,5777,-998
7664,10,1,0,1,1,15000,22
7665,13,2,1,2,1,NA,17
7666,10,1,0,1,1,19000,NA
7667,10,1,1,2,1,0,NA
7668,10,1,1,4,1,18000,27
7669,13,2,NA,NA,1,13250,16
7670,13,2,1,1,1,15000,22
7671,13,2,NA,NA,1,NA,NA
7672,13,2,0,2,1,4000,26
7673,13,2,1,1,1,4000,19
7674,10,1,NA,NA,1,20000,NA
7675,10,1,1,3,1,16500,21
7676,10,1,1,2,1,NA,24
7677,10,1,1,2,1,NA,23
7678,13,2,1,2,1,NA,NA
7679,13,2,0,2,1,16000,19
7680,10,1,0,3,1,NA,NA
7681,13,2,0,4,1,NA,NA
7682,13,2,0,2,1,NA,20
7683,14,2,NA,NA,0,25350,NA
7684,14,2,0,3,0,9000,24
7685,13,2,1,2,1,3500,20
7686,10,1,0,3,1,NA,NA
7687,13,2,0,2,1,4000,31
7688,13,2,1,2,1,19000,21
7689,13,2,1,2,1,19000,23
