R0000100,R0173600,R0214800,H0012400,H0012500,R0214700,R0217900,T4120500
6234,13,2,0,1,1,5056,16
6235,13,2,1,1,1,3344,18
6236,10,1,0,1,1,20000,20
6237,13,2,1,1,1,20000,-998
6238,13,2,0,2,1,20000,24
6239,13,2,1,1,1,4311,24
6240,13,2,1,1,1,NA,29
6241,10,1,0,3,1,NA,21
6242,10,1,0,3,1,NA,17
6243,13,2,0,1,1,13000,NA
6244,13,2,1,1,1,13000,21
6245,13,2,NA,NA,1,13820,NA
6246,14,2,0,2,0,2904,-998
6247,10,1,0,1,1,8000,20
6248,10,1,0,2,1,13200,26
6249,10,1,0,2,1,6084,24
6250,10,1,NA,NA,1,NA,NA
6251,10,1,NA,NA,1,NA,NA
6252,10,1,0,1,1,6000,18
6253,10,1,0,2,1,6000,22
6254,10,1,0,1,1,6000,25
6255,13,2,1,1,1,6000,15
6256,13,2,0,3,1,6000,-998
6257,13,2,1,3,1,0,-998
6258,13,2,0,3,1,NA,17
6259,13,2,0,4,1,NA,19
6260,10,1,NA,NA,1,17500,NA
6261,10,1,1,2,1,40000,-998
6262,13,2,1,4,1,10000,NA
6263,13,2,1,2,1,23100,NA
6264,13,2,NA,NA,1,20000,NA
6265,13,2,1,3,1,19000,NA
6266,10,1,NA,NA,1,NA,NA
6267,13,2,1,2,1,25000,-998
6268,13,2,0,3,1,NA,16
6269,9,1,NA,NA,0,7650,NA
6270,13,2,1,2,1,8002,19
6271,10,1,NA,NA,1,7100,NA
6272,10,1,1,1,1,3000,23
6273,13,2,1,5,1,NA,25
6274,13,2,0,2,1,3492,25
6275,13,2,1,3,1,16000,20
6276,13,2,1,2,1,16000,-998
6277,13,2,0,3,1,5000,25
6278,13,2,1,1,1,14400,20
6279,10,1,0,2,1,14400,25
6280,13,2,1,5,1,3456,15
6281,9,1,NA,NA,0,2852,NA
6282,13,2,0,3,1,3992,16
6283,13,2,NA,NA,1,2556,33
6284,13,2,1,3,1,2556,NA
6285,3,1,1,3,1,4200,NA
6286,13,2,0,2,1,15720,NA
6287,10,1,0,1,1,15720,30
6288,10,1,NA,NA,1,7616,NA
6289,13,2,1,1,1,10858,21
6290,13,2,1,3,1,1991,34
6291,13,2,0,2,1,11050,16
6292,10,1,0,3,1,3000,22
6293,13,2,0,2,1,9733,19
6294,13,2,0,5,1,NA,15
6295,13,2,1,2,1,5350,24
6296,13,2,1,3,1,5350,17
6297,13,2,0,2,1,11702,16
6298,10,1,0,2,1,12024,17
6299,13,2,0,1,1,4438,26
6300,10,1,0,2,1,5310,-998
6301,10,1,0,1,1,3084,NA
6302,13,2,1,2,1,10423,-998
6303,10,1,0,3,1,11503,37
6304,10,1,1,1,1,11503,20
6305,10,1,0,3,1,4992,NA
6306,13,2,1,1,1,2112,-998
6307,12,2,NA,NA,0,6492,NA
6308,13,2,0,4,1,6120,16
6309,10,1,0,1,1,3946,27
6310,13,2,0,4,1,5024,18
6311,13,2,1,2,1,7092,35
6312,13,2,1,2,1,7092,19
6313,13,2,1,2,1,10800,16
6314,10,1,NA,NA,1,10800,NA
6315,13,2,1,3,1,2256,15
6316,10,1,1,2,1,NA,26
6317,10,1,1,3,1,9000,22
6318,13,2,1,2,1,NA,19
6319,10,1,NA,NA,1,NA,NA
6320,13,2,1,5,1,NA,NA
6321,13,2,1,1,1,10000,22
6322,13,2,0,1,1,9005,NA
6323,10,1,0,1,1,9005,22
6324,13,2,1,2,1,28700,26
6325,10,1,NA,NA,1,20018,NA
6326,10,1,1,3,1,20018,19
6327,13,2,0,3,1,6106,15
6328,9,1,NA,NA,0,9600,NA
6329,9,1,NA,NA,0,21980,NA
6330,9,1,NA,NA,0,21980,NA
6331,12,2,NA,NA,0,4800,NA
6332,12,2,NA,NA,0,12075,NA
6333,13,2,1,1,1,6000,26
6334,13,2,0,2,1,6000,26
6335,13,2,1,1,1,4000,19
6336,13,2,0,3,1,624,19
6337,13,2,0,3,1,600,18
6338,13,2,1,2,1,16000,21
6339,13,2,1,3,1,6304,18
6340,10,1,0,2,1,4750,-998
6341,10,1,NA,NA,1,6304,NA
6342,13,2,1,2,1,1952,22
6343,13,2,0,4,1,5000,-998
6344,13,2,1,3,1,1800,16
6345,13,2,0,3,1,12000,17
6346,10,1,0,1,1,5600,25
6347,10,1,1,3,1,5600,20
6348,12,2,NA,NA,0,13000,NA
6349,12,2,NA,NA,0,12000,NA
6350,12,2,NA,NA,0,12000,NA
6351,12,2,NA,NA,0,12000,NA
6352,10,1,0,4,1,NA,25
6353,13,2,0,2,1,4800,18
6354,9,1,NA,NA,0,NA,NA
6355,9,1,NA,NA,0,8100,NA
6356,13,2,1,3,1,3536,17
6357,13,2,0,2,1,2224,22
6358,13,2,0,1,1,6000,18
6359,10,1,0,1,1,6000,23
6360,10,1,0,3,1,6000,NA
6361,10,1,0,2,1,4500,31
6362,13,2,0,2,1,5000,23
6363,13,2,1,4,1,5000,14
6364,13,2,0,1,1,1746,24
6365,13,2,0,3,1,1746,18
6366,13,2,1,1,1,3517,NA
6367,13,2,1,3,1,NA,NA
6368,13,2,1,4,1,1800,17
6369,13,2,1,3,1,2000,NA
6370,13,2,0,3,1,2000,NA
6371,13,2,0,4,1,1860,19
6372,13,2,0,1,1,5000,17
6373,13,2,1,2,1,2908,-998
6374,13,2,1,3,1,2908,16
6375,13,2,0,1,1,2908,15
6376,13,2,1,1,1,11000,-998
6377,13,2,1,2,1,11000,25
6378,10,1,NA,NA,1,12000,NA
6379,13,2,0,2,1,11000,20
6380,13,2,1,2,1,6426,NA
6381,13,2,0,2,1,2918,16
6382,13,2,0,3,1,NA,19
6383,13,2,1,4,1,NA,16
6384,13,2,0,3,1,7692,NA
6385,13,2,0,1,1,7692,-998
6386,10,1,0,1,1,7692,19
6387,13,2,0,1,1,15684,22
6388,10,1,0,1,1,6000,23
6389,13,2,0,4,1,0,16
6390,10,1,0,3,1,11000,31
6391,10,1,NA,NA,1,11000,NA
6392,10,1,0,1,1,1452,NA
6393,13,2,0,2,1,1452,19
6394,13,2,0,2,1,5940,18
6395,10,1,1,2,1,NA,20
6396,13,2,1,4,1,15000,20
6397,13,2,0,2,1,8000,37
6398,10,1,1,3,1,8000,-998
6399,13,2,0,3,1,5112,14
6400,13,2,0,3,1,NA,16
6401,10,1,NA,NA,1,2228,19
6402,10,1,NA,NA,1,5000,NA
6403,10,1,NA,NA,1,2500,NA
6404,13,2,0,2,1,2500,15
6405,13,2,0,1,1,2500,16
6406,10,1,0,3,1,20000,18
6407,13,2,0,3,1,20000,18
6408,13,2,0,2,1,12000,31
6409,13,2,NA,NA,1,12000,NA
6410,13,2,0,3,1,NA,18
6411,10,1,0,1,1,700,22
6412,13,2,0,2,1,700,31
6413,13,2,0,4,1,700,18
6414,13,2,0,3,1,10000,16
6415,10,1,0,2,1,10000,19
6416,13,2,0,3,1,700,17
6417,13,2,0,3,1,700,32
6418,13,2,0,3,1,NA,-998
6419,10,1,1,1,1,NA,26
6420,10,1,0,2,1,5012,-998
6421,10,1,0,3,1,5012,-998
6422,13,2,0,2,1,2000,-998
6423,10,1,NA,NA,1,15000,NA
6424,12,2,NA,NA,0,675,NA
6425,9,1,NA,NA,0,320,NA
6426,13,2,0,1,1,12000,21
6427,13,2,0,3,1,4204,23
6428,13,2,0,1,1,4204,19
6429,13,2,1,3,1,12051,18
6430,10,1,0,2,1,NA,24
6431,10,1,0,2,1,NA,17
6432,10,1,0,1,1,NA,24
6433,10,1,0,2,1,6542,NA
6434,13,2,0,3,1,NA,16
6435,10,1,0,1,1,NA,23
6436,9,1,NA,NA,0,1500,NA
6437,12,2,NA,NA,0,3300,NA
6438,12,2,NA,NA,0,7000,NA
6439,9,1,NA,NA,0,17000,NA
6440,10,1,0,2,1,18800,-998
6441,10,1,0,1,1,18800,NA
6442,13,2,1,2,1,18800,21
6443,10,1,0,1,1,18000,NA
6444,13,2,1,3,1,18800,20
6445,13,2,0,2,1,7807,16
6446,9,1,NA,NA,0,67400,NA
6447,9,1,NA,NA,0,5500,NA
6448,13,2,0,4,1,4080,19
6449,13,2,1,2,1,140,24
6450,13,2,1,5,1,4080,18
6451,10,1,0,1,1,2400,28
6452,10,1,0,3,1,5484,-998
6453,10,1,NA,NA,1,5484,NA
6454,10,1,0,1,1,5484,21
6455,13,2,1,2,1,12000,22
6456,10,1,0,2,1,15000,-998
6457,13,2,0,2,1,12000,29
6458,10,1,0,2,1,10000,28
6459,13,2,0,3,1,10000,-998
6460,10,1,NA,NA,1,10000,NA
6461,13,2,1,4,1,5300,23
6462,10,1,0,2,1,12000,37
6463,9,1,NA,NA,0,7500,NA
6464,12,2,NA,NA,0,NA,NA
6465,10,1,0,3,1,NA,34
6466,10,1,0,1,1,10000,30
6467,10,1,0,2,1,NA,32
6468,10,1,0,2,1,NA,NA
6469,10,1,1,2,1,10000,22
6470,13,2,0,1,1,10000,28
6471,10,1,0,2,1,3171,-998
6472,13,2,0,3,1,8197,22
6473,10,1,0,2,1,4824,19
6474,13,2,1,2,1,3000,-998
6475,13,2,1,2,1,NA,NA
6476,10,1,0,2,1,NA,22
6477,10,1,0,3,1,NA,26
6478,10,1,0,1,1,NA,27
6479,10,1,1,4,1,NA,31
6480,10,1,0,1,1,NA,19
6481,13,2,0,2,1,25000,20
6482,13,2,0,2,1,6500,NA
6483,13,2,NA,NA,1,6500,NA
6484,10,1,0,5,1,8500,42
6485,13,2,0,2,1,45000,28
6486,13,2,1,2,1,12000,NA
6487,12,2,NA,NA,0,12000,NA
6488,10,1,1,2,1,10560,27
6489,13,2,1,3,1,10560,22
6490,10,1,1,1,1,NA,NA
6491,10,1,1,2,1,5861,27
6492,10,1,NA,NA,1,3501,NA
6493,10,1,NA,NA,1,3501,NA
6494,10,1,NA,NA,1,NA,NA
6495,10,1,1,2,1,13000,23
6496,10,1,0,4,1,13000,NA
6497,10,1,1,2,1,NA,31
6498,10,1,0,1,1,NA,-998
6499,10,1,0,2,1,NA,18
6500,10,1,0,4,1,NA,25
6501,10,1,1,1,1,NA,18
6502,12,2,NA,NA,0,7300,NA
6503,13,2,NA,NA,1,3000,NA
6504,10,1,NA,NA,1,3000,NA
6505,13,2,0,1,1,NA,-998
6506,10,1,0,2,1,10440,NA
6507,10,1,0,1,1,NA,-998
6508,10,1,0,2,1,NA,29
6509,9,1,NA,NA,0,4500,NA
6510,13,2,0,3,1,24240,-998
6511,10,1,1,2,1,24240,22
6512,12,2,NA,NA,0,8022,NA
6513,13,2,1,3,1,5000,27
6514,10,1,NA,NA,1,6076,NA
6515,13,2,1,2,1,6076,32
6516,13,2,0,1,1,17100,20
6517,10,1,1,1,1,17100,28
6518,10,1,1,2,1,8000,-998
6519,12,2,NA,NA,0,14000,NA
6520,12,2,NA,NA,0,10000,NA
6521,12,2,NA,NA,0,5900,NA
6522,12,2,NA,NA,0,5000,NA
6523,12,2,NA,NA,0,1440,NA
6524,12,2,NA,NA,0,2000,NA
6525,12,2,NA,NA,0,6000,NA
6526,12,2,NA,NA,0,5600,NA
6527,9,1,NA,NA,0,3100,NA
6528,9,1,NA,NA,0,13000,NA
6529,12,2,NA,NA,0,13000,NA
6530,9,1,NA,NA,0,10950,NA
6531,9,1,NA,NA,0,NA,NA
6532,12,2,NA,NA,0,8143,NA
6533,12,2,NA,NA,0,10968,NA
6534,12,2,NA,NA,0,10968,NA
6535,9,1,NA,NA,0,4214,NA
6536,12,2,NA,NA,0,10968,NA
6537,9,1,NA,NA,0,3130,NA
6538,12,2,NA,NA,0,9576,NA
6539,12,2,NA,NA,0,5050,NA
6540,12,2,NA,NA,0,3375,NA
6541,12,2,NA,NA,0,3900,NA
6542,9,1,NA,NA,0,1950,NA
6543,12,2,NA,NA,0,100,NA
6544,9,1,NA,NA,0,4975,NA
6545,12,2,NA,NA,0,3682,NA
6546,9,1,NA,NA,0,1400,NA
6547,9,1,NA,NA,0,3150,NA
6548,12,2,NA,NA,0,7900,NA
6549,12,2,NA,NA,0,6000,NA
6550,9,1,NA,NA,0,1420,NA
6551,9,1,NA,NA,0,17372,NA
6552,12,2,NA,NA,0,17372,NA
6553,9,1,NA,NA,0,6432,NA
6554,12,2,NA,NA,0,4722,NA
6555,13,2,0,2,1,9000,19
6556,12,2,NA,NA,0,6800,NA
6557,9,1,NA,NA,0,3200,NA
6558,9,1,NA,NA,0,NA,NA
6559,9,1,NA,NA,0,5632,NA
6560,9,1,NA,NA,0,5300,NA
6561,9,1,NA,NA,0,3745,NA
6562,9,1,NA,NA,0,4000,NA
6563,12,2,NA,NA,0,NA,NA
6564,12,2,NA,NA,0,3400,NA
6565,12,2,NA,NA,0,NA,NA
6566,12,2,NA,NA,0,3500,NA
6567,12,2,NA,NA,0,NA,NA
6568,12,2,NA,NA,0,NA,NA
6569,9,1,NA,NA,0,150,NA
6570,9,1,NA,NA,0,1500,NA
6571,12,2,NA,NA,0,1400,NA
6572,12,2,NA,NA,0,NA,NA
6573,9,1,NA,NA,0,8000,NA
6574,10,1,0,2,1,17000,28
6575,13,2,NA,NA,1,8292,NA
6576,10,1,1,2,1,8292,31
6577,9,1,NA,NA,0,10524,NA
6578,12,2,NA,NA,0,5141,NA
6579,12,2,NA,NA,0,6000,NA
6580,12,2,NA,NA,0,8160,NA
6581,9,1,NA,NA,0,8272,NA
6582,9,1,NA,NA,0,8272,NA
6583,9,1,NA,NA,0,9985,NA
6584,9,1,NA,NA,0,9985,NA
6585,9,1,NA,NA,0,5600,NA
6586,12,2,NA,NA,0,5600,NA
6587,13,2,0,4,1,8636,NA
6588,9,1,NA,NA,0,9072,NA
6589,9,1,NA,NA,0,9072,NA
6590,12,2,NA,NA,0,2616,NA
6591,12,2,NA,NA,0,0,NA
6592,12,2,NA,NA,0,2616,NA
6593,10,1,0,1,1,6220,19
6594,10,1,0,3,1,6116,27
6595,11,1,0,2,0,6380,26
6596,10,1,NA,NA,1,12000,NA
6597,10,1,NA,NA,1,4800,NA
6598,10,1,1,4,1,7456,22
6599,13,2,NA,NA,1,7320,NA
6600,10,1,NA,NA,1,7380,NA
6601,10,1,0,4,1,NA,NA
6602,13,2,1,3,1,3480,17
6603,10,1,0,2,1,6000,19
6604,13,2,1,1,1,8300,18
6605,13,2,1,1,1,7600,23
6606,13,2,1,2,1,NA,17
6607,9,1,NA,NA,0,25000,NA
6608,9,1,NA,NA,0,1000,NA
6609,12,2,NA,NA,0,2200,NA
6610,12,2,NA,NA,0,6000,NA
6611,12,2,NA,NA,0,6000,NA
6612,12,2,NA,NA,0,6000,NA
6613,12,2,NA,NA,0,1000,NA
6614,12,2,NA,NA,0,10000,NA
6615,12,2,NA,NA,0,7280,NA
6616,12,2,NA,NA,0,8120,NA
6617,10,1,0,2,1,4344,-998
6618,12,2,NA,NA,0,7444,NA
6619,12,2,NA,NA,0,4272,NA
6620,9,1,NA,NA,0,11000,NA
6621,12,2,NA,NA,0,9576,NA
6622,12,2,NA,NA,0,9576,NA
6623,9,1,NA,NA,0,9576,NA
6624,9,1,NA,NA,0,9576,NA
6625,9,1,NA,NA,0,9576,NA
6626,9,1,NA,NA,0,7000,NA
6627,12,2,NA,NA,0,26200,NA
6628,12,2,NA,NA,0,3000,NA
6629,12,2,NA,NA,0,NA,NA
6630,12,2,NA,NA,0,8160,NA
6631,12,2,NA,NA,0,6428,NA
6632,9,1,NA,NA,0,6900,NA
6633,9,1,NA,NA,0,7780,NA
6634,9,1,NA,NA,0,15500,NA
6635,9,1,NA,NA,0,15500,NA
6636,12,2,NA,NA,0,8000,NA
6637,12,2,NA,NA,0,8000,NA
6638,12,2,NA,NA,0,10000,NA
6639,12,2,NA,NA,0,5592,NA
6640,9,1,NA,NA,0,14100,NA
6641,12,2,NA,NA,0,15300,NA
6642,13,2,1,2,1,4002,NA
6643,14,2,1,1,0,NA,14
6644,14,2,NA,NA,0,11570,NA
6645,13,2,0,2,1,30000,29
6646,13,2,0,3,1,30000,34
6647,13,2,0,2,1,2000,30
6648,10,1,0,1,1,NA,32
6649,11,1,1,1,0,8700,-998
6650,10,1,0,3,1,NA,19
6651,14,2,1,3,0,17000,21
6652,14,2,0,2,0,17000,25
6653,11,1,0,3,0,9000,NA
6654,14,2,1,1,0,NA,22
6655,14,2,0,3,0,11000,-998
6656,11,1,NA,NA,0,12000,NA
6657,11,1,0,3,0,12000,NA
6658,14,2,1,1,0,NA,17
6659,14,2,1,2,0,6500,18
6660,11,1,NA,NA,0,6500,NA
6661,11,1,0,2,0,8000,NA
6662,14,2,1,2,0,8000,24
6663,14,2,1,3,0,8000,-998
6664,12,2,NA,NA,0,2880,NA
6665,13,2,NA,NA,1,14000,NA
6666,13,2,1,4,1,10300,28
6667,13,2,0,3,1,10300,NA
6668,13,2,1,1,1,10300,23
6669,13,2,NA,NA,1,75001,NA
6670,10,1,0,3,1,7000,22
6671,13,2,0,4,1,4320,18
6672,13,2,NA,NA,1,NA,16
6673,11,1,1,2,0,3976,NA
6674,14,2,0,1,0,NA,NA
6675,14,2,NA,NA,0,6000,NA
6676,14,2,1,2,0,11968,17
6677,10,1,0,1,1,4550,25
6678,10,1,1,1,1,5950,-998
6679,11,1,0,2,0,5796,27
6680,11,1,0,1,0,5796,22
6681,11,1,0,2,0,5796,27
6682,11,1,0,3,0,5796,21
6683,13,2,NA,NA,1,2220,NA
6684,13,2,1,3,1,NA,NA
6685,12,2,NA,NA,0,3200,NA
6686,12,2,NA,NA,0,3200,NA
6687,9,1,NA,NA,0,15000,NA
6688,12,2,NA,NA,0,8830,NA
6689,9,1,NA,NA,0,5300,NA
6690,9,1,NA,NA,0,24000,NA
6691,9,1,NA,NA,0,9132,NA
6692,12,2,NA,NA,0,9132,NA
6693,14,2,1,1,0,4272,26
6694,14,2,1,1,0,500,20
6695,12,2,NA,NA,0,8000,NA
6696,9,1,NA,NA,0,8000,NA
6697,10,1,0,3,1,8000,-998
6698,10,1,1,4,1,6000,NA
6699,12,2,NA,NA,0,7200,NA
6700,9,1,NA,NA,0,7200,NA
6701,9,1,NA,NA,0,7200,NA
6702,10,1,NA,NA,1,8000,NA
6703,13,2,1,1,1,10700,29
6704,14,2,0,2,0,8000,20
6705,11,1,1,1,0,8000,25
6706,11,1,0,1,0,32000,32
6707,13,2,1,3,1,3900,34
6708,13,2,0,3,1,NA,33
6709,13,2,1,2,1,16000,20
6710,10,1,0,2,1,16000,23
6711,14,2,0,3,0,10384,NA
6712,14,2,1,1,0,24000,NA
6713,11,1,0,3,0,24000,-998
6714,12,2,NA,NA,0,6096,NA
6715,14,2,1,3,0,4800,NA
6716,10,1,0,3,1,8500,NA
6717,10,1,0,1,1,6000,17
6718,13,2,1,5,1,NA,39
6719,10,1,0,5,1,6000,21
6720,13,2,0,2,1,NA,25
6721,10,1,0,3,1,6360,NA
6722,13,2,NA,NA,1,NA,NA
6723,10,1,NA,NA,1,3000,NA
6724,10,1,0,1,1,6798,20
6725,14,2,0,2,0,9000,24
6726,14,2,NA,NA,0,10000,NA
6727,14,2,0,1,0,15000,-998
6728,10,1,1,2,1,8520,NA
6729,10,1,0,2,1,6120,25
6730,13,2,0,2,1,NA,NA
6731,13,2,NA,NA,1,12600,NA
6732,10,1,0,3,1,12600,NA
6733,10,1,0,2,1,5064,NA
6734,13,2,0,1,1,6500,24
6735,10,1,1,1,1,NA,NA
6736,10,1,1,1,1,5580,32
6737,14,2,1,1,0,3900,NA
6738,14,2,1,2,0,15000,33
6739,11,1,0,2,0,15000,29
6740,14,2,0,1,0,2812,18
6741,14,2,0,4,0,2812,27
6742,14,2,1,2,0,10372,24
6743,11,1,0,3,0,10372,NA
6744,14,2,1,3,0,10372,NA
6745,14,2,1,3,0,10372,22
6746,10,1,0,2,1,10483,18
6747,13,2,NA,NA,1,1275,NA
6748,10,1,0,4,1,3300,NA
6749,13,2,0,4,1,NA,NA
6750,13,2,NA,NA,1,6000,NA
6751,10,1,1,1,1,11550,-998
6752,13,2,1,1,1,8000,18
6753,13,2,0,1,1,NA,NA
6754,13,2,1,1,1,15000,NA
6755,13,2,0,3,1,15000,NA
6756,13,2,1,2,1,NA,23
6757,13,2,1,3,1,NA,NA
6758,13,2,NA,NA,1,12000,21
6759,10,1,1,2,1,NA,18
6760,10,1,1,2,1,5122,25
6761,13,2,0,3,1,5640,18
6762,10,1,NA,NA,1,7200,NA
6763,14,2,0,1,0,NA,NA
6764,11,1,0,1,0,7344,-998
6765,14,2,1,2,0,3120,24
6766,12,2,NA,NA,0,NA,NA
6767,12,2,NA,NA,0,6700,NA
6768,11,1,0,1,0,17500,NA
6769,10,1,0,1,1,0,32
6770,10,1,1,1,1,NA,25
6771,10,1,1,3,1,2908,NA
6772,14,2,1,1,0,1500,19
6773,14,2,1,1,0,2154,19
6774,14,2,0,3,0,6216,23
6775,11,1,0,3,0,6216,-998
6776,11,1,0,1,0,3600,26
6777,14,2,NA,NA,0,75001,NA
6778,11,1,NA,NA,0,7264,NA
6779,10,1,0,2,1,4600,29
6780,14,2,0,4,0,5600,21
6781,10,1,0,1,1,13000,NA
6782,9,1,NA,NA,0,NA,NA
6783,14,2,1,2,0,NA,20
6784,11,1,NA,NA,0,17000,NA
6785,11,1,0,3,0,7236,-998
6786,11,1,0,4,0,7236,17
6787,14,2,0,1,0,5340,16
6788,14,2,1,5,0,3240,16
6789,11,1,1,1,0,6834,18
6790,11,1,1,1,0,6528,17
6791,11,1,NA,NA,0,6528,NA
6792,11,1,0,1,0,4704,24
6793,14,2,0,2,0,4750,NA
6794,11,1,1,4,0,4750,NA
6795,11,1,0,1,0,NA,28
6796,11,1,0,1,0,6175,19
6797,14,2,NA,NA,0,6175,NA
6798,14,2,NA,NA,0,6175,NA
6799,10,1,0,1,1,4060,29
6800,11,1,1,2,0,13000,26
6801,11,1,0,2,0,9000,-998
6802,10,1,1,1,1,17400,-998
6803,11,1,0,1,0,17100,23
6804,13,2,1,2,1,NA,-998
6805,11,1,1,3,0,16000,19
6806,11,1,0,1,0,1000,21
6807,14,2,0,1,0,7911,17
6808,11,1,0,3,0,2220,16
6809,11,1,NA,NA,0,6020,NA
6810,14,2,NA,NA,0,6020,NA
6811,11,1,1,1,0,6020,NA
6812,14,2,0,1,0,3000,-998
6813,10,1,NA,NA,1,NA,NA
6814,13,2,NA,NA,1,5500,NA
6815,11,1,0,2,0,4080,40
6816,14,2,1,1,0,11000,27
6817,14,2,1,1,0,13900,30
6818,14,2,1,2,0,11000,-998
6819,10,1,0,1,1,1440,35
6820,14,2,NA,NA,0,NA,NA
6821,9,1,NA,NA,0,7000,NA
6822,12,2,NA,NA,0,NA,NA
6823,14,2,0,1,0,13580,-998
6824,11,1,0,2,0,9000,NA
6825,14,2,1,1,0,16432,16
6826,14,2,1,1,0,16000,33
6827,9,1,NA,NA,0,5052,NA
6828,14,2,1,2,0,4464,NA
6829,14,2,0,1,0,NA,24
6830,12,2,NA,NA,0,14000,NA
6831,12,2,NA,NA,0,5000,NA
6832,14,2,0,2,0,7500,NA
6833,10,1,NA,NA,1,18200,NA
6834,10,1,NA,NA,1,NA,NA
6835,14,2,1,2,0,13508,31
6836,11,1,1,1,0,13508,-998
6837,10,1,0,2,1,28400,17
6838,10,1,0,3,1,28400,36
6839,13,2,1,1,1,NA,28
6840,10,1,NA,NA,1,NA,18
6841,10,1,NA,NA,1,10000,NA
6842,13,2,0,1,1,35000,27
6843,10,1,1,1,1,40000,33
6844,10,1,NA,NA,1,32000,NA
6845,13,2,0,4,1,NA,21
6846,10,1,0,2,1,NA,NA
6847,13,2,1,4,1,10000,NA
6848,14,2,1,3,0,30000,-998
6849,10,1,0,1,1,4728,20
6850,10,1,1,1,1,4728,NA
6851,10,1,1,2,1,5200,NA
6852,13,2,0,1,1,17000,39
6853,10,1,0,2,1,NA,34
6854,13,2,1,2,1,35000,20
6855,13,2,1,3,1,35000,-998
6856,14,2,NA,NA,0,NA,26
6857,11,1,0,1,0,25000,NA
6858,13,2,1,4,1,15000,15
6859,10,1,0,1,1,26000,34
6860,10,1,1,2,1,26000,26
6861,10,1,1,2,1,26000,39
6862,13,2,1,1,1,11000,20
6863,10,1,0,3,1,7618,21
6864,10,1,NA,NA,1,0,NA
6865,10,1,1,1,1,6500,30
6866,13,2,1,4,1,6500,18
6867,10,1,0,3,1,6500,37
6868,10,1,0,2,1,29000,17
6869,13,2,0,1,1,11000,NA
6870,13,2,1,3,1,11000,NA
6871,10,1,NA,NA,1,11000,NA
6872,10,1,0,2,1,6000,31
6873,10,1,0,2,1,6000,23
6874,12,2,NA,NA,0,9000,NA
6875,14,2,NA,NA,0,30600,NA
6876,13,2,1,1,1,8000,21
6877,14,2,NA,NA,0,11000,NA
6878,10,1,0,3,1,38000,20
6879,13,2,1,1,1,38000,-998
6880,14,2,1,1,0,15000,31
6881,13,2,0,3,1,5200,26
6882,10,1,0,2,1,5200,18
6883,10,1,NA,NA,1,5200,NA
6884,11,1,0,2,0,NA,23
6885,14,2,1,5,0,NA,22
6886,11,1,0,1,0,21450,29
6887,14,2,0,2,0,21450,NA
6888,11,1,0,1,0,35000,29
6889,11,1,0,3,0,35000,-998
6890,14,2,1,3,0,35000,NA
6891,14,2,1,4,0,35000,23
6892,11,1,1,3,0,21000,30
6893,14,2,1,1,0,21000,-998
6894,10,1,0,1,1,NA,29
6895,13,2,0,1,1,NA,NA
6896,10,1,0,2,1,35000,31
6897,10,1,1,2,1,6000,25
6898,10,1,1,3,1,6000,-998
6899,10,1,0,1,1,15508,NA
6900,10,1,NA,NA,1,6700,NA
6901,13,2,0,2,1,6181,28
6902,10,1,0,2,1,17000,23
6903,10,1,NA,NA,1,20000,NA
6904,10,1,1,1,1,20000,NA
6905,13,2,1,2,1,20000,38
6906,10,1,0,1,1,20000,20
6907,10,1,0,4,1,20000,23
6908,10,1,1,2,1,21500,20
6909,10,1,1,2,1,6500,20
6910,11,1,0,1,0,12100,29
6911,11,1,NA,NA,0,12100,25
6912,10,1,0,1,1,15000,-998
6913,13,2,0,4,1,18788,29
6914,10,1,0,1,1,18788,34
6915,14,2,1,3,0,NA,42
6916,12,2,NA,NA,0,5604,NA
6917,12,2,NA,NA,0,28000,NA
6918,9,1,NA,NA,0,3300,NA
6919,12,2,NA,NA,0,7829,NA
6920,12,2,NA,NA,0,7829,NA
6921,12,2,NA,NA,0,7829,NA
6922,9,1,NA,NA,0,NA,NA
6923,12,2,NA,NA,0,40000,NA
6924,9,1,NA,NA,0,40000,NA
6925,12,2,NA,NA,0,7140,NA
6926,9,1,NA,NA,0,7140,NA
6927,9,1,NA,NA,0,8284,NA
6928,9,1,NA,NA,0,8284,NA
6929,12,2,NA,NA,0,NA,NA
6930,14,2,0,2,0,NA,21
6931,14,2,1,4,0,9000,23
6932,13,2,1,3,1,NA,-998
6933,13,2,NA,NA,1,NA,NA
6934,13,2,1,2,1,50000,NA
6935,9,1,NA,NA,0,7200,NA
6936,12,2,NA,NA,0,7200,NA
6937,12,2,NA,NA,0,7200,NA
6938,11,1,0,1,0,10000,28
6939,14,2,1,1,0,45000,34
6940,14,2,1,2,0,45000,28
6941,11,1,0,3,0,45000,-998
6942,11,1,1,1,0,45000,26
6943,12,2,NA,NA,0,34000,NA
6944,12,2,NA,NA,0,34000,NA
6945,12,2,NA,NA,0,34000,NA
6946,10,1,NA,NA,1,20000,NA
6947,10,1,1,2,1,20000,25
6948,13,2,0,3,1,24000,22
6949,13,2,1,2,1,NA,-998
6950,13,2,1,4,1,NA,19
6951,14,2,NA,NA,0,30000,NA
6952,13,2,0,2,1,19000,19
6953,13,2,1,3,1,19000,21
6954,11,1,1,2,0,28000,NA
6955,11,1,0,1,0,28000,28
6956,12,2,NA,NA,0,31500,NA
6957,13,2,1,1,1,31500,NA
6958,11,1,1,3,0,7000,20
6959,11,1,1,5,0,7000,20
